51302955194,aga,141,173
51302989208,ebf,64,5
51303001522,efb,20,112
51303003637,ggd,175,93
51303019692,ffg,77,161
51303020163,gdb,35,43
51303024748,acd,119,236
51303036034,aad,184,120
51303103037,dag,120,210
51303114575,dbg,263,213
51303148801,aeg,69,65
51303158429,gfg,43,26
51303163882,cbf,286,99
51303173737,baf,88,293
51303200765,ede,14,209
51303217171,add,177,284
51303220718,cbd,182,291
51303297073,dcc,24,236
51303306292,ecf,138,17
51303317780,dac,188,5
51303373434,gce,251,194
51303420567,gge,220,199
51303425585,eac,29,199
51303438446,cef,27,315
51303440861,egc,76,273
51303441886,fcd,80,238
51303447121,bac,106,113
51303459419,fad,244,185
51303521321,cgc,116,176
51303537751,aag,198,291
51303578006,ada,171,146
51303615814,egg,279,139
51303668260,geb,288,196
51303685263,edf,222,10
51303687151,afc,176,178
51303687680,cda,217,141
51303732104,fgd,34,219
51303744581,gea,87,298
51303745761,abb,174,132
51303759743,fff,154,44
51303767523,fed,281,14
51303797188,dfb,21,272
51303828242,gad,190,56
51303836266,gcg,78,289
51303840101,fcc,279,130
51303840156,edd,257,281
51303893318,cbf,100,93
51303902051,ace,288,49
51303913579,dgf,79,31
51303915094,fag,16,32
51303920381,fbe,163,259
51303940568,ece,45,253
51303977517,ffd,85,89
51304024318,cee,260,236
51304036717,egb,202,177
51304052517,ceg,46,166
51304077134,abg,22,116
51304111564,gdd,229,70
51304128795,cge,1,149
51304160763,dca,280,24
51304170801,aec,24,54
51304203944,aff,102,76
51304205047,aeb,166,38
51304212276,fae,196,241
51304212769,gdd,74,60
51304249602,gfb,38,82
51304258246,dce,283,244
51304271951,bef,232,146
51304286088,gag,225,269
51304286872,agf,94,147
51304294007,bff,272,92
51304310245,bde,127,270
51304362470,efc,8,288
51304445826,eee,111,34
51304498800,dee,29,128
51304542913,fga,249,178
51304571276,fdg,157,78
51304591122,eef,293,230
51304600581,aac,199,254
51304606550,aba,124,47
51304626043,gab,12,157
51304663264,eeg,109,73
51304670015,cff,109,82
51304704364,deb,44,50
51304744789,aga,28,141
51304745231,bbb,173,135
51304754507,feg,115,53
51304755211,bde,25,305
51304772806,gcf,113,108
51304803256,gcb,215,45
51304804748,bgf,176,85
51304826784,dge,254,141
51304834258,fbc,280,7
51304839688,cfd,180,279
51304857226,fed,276,13
51304862677,aeb,199,41
51304867584,adc,113,127
51304888165,fcg,103,169
51304900401,cgd,200,116
51304936448,agg,129,15
51304936803,baa,93,142
51304954610,fde,162,22
51304955760,aba,207,54
51304970152,bac,62,105
51304972057,def,66,132
51304997569,afc,262,194
51305038714,abe,114,212
51305138282,fec,238,219
51305178585,bee,40,174
51305188173,bcg,109,210
51305202190,dde,100,224
51305239086,fbg,167,94
51305257749,agc,156,82
51305272461,ceb,62,30
51305273479,aag,273,331
51305306590,aad,95,124
51305307789,efg,80,132
51305322434,ddf,71,145
51305323992,dad,155,159
51305327484,cgb,31,120
51305331003,eaf,179,223
51305345867,cgc,117,154
51305347414,ecg,279,226
51305384697,bac,197,94
51305394550,ffc,283,139
51305396046,bga,277,255
51305414922,dfd,214,120
51305420642,ecc,105,176
51305435482,bfb,159,247
51305437916,ffb,31,140
51305471469,fea,233,175
51305472372,dga,286,207
51305488285,dgc,13,15
51305489499,bad,41,113
51305512578,cde,81,259
51305522914,cae,151,172
51305553267,bbd,27,177
51305599074,eaf,71,229
51305609377,bfe,128,129
51305617628,edf,240,9
51305631997,cgc,55,155
51305665617,eaa,196,204
51305699710,cgc,35,128
51305716972,fdf,81,274
51305719256,ecb,243,268
51305735536,bdd,198,222
51305778220,fgg,81,292
51305794233,gdf,172,224
51305806622,dbe,235,287
51305810190,gcc,189,295
51305833483,afe,217,215
51305844566,dbf,183,154
51305852300,agf,6,164
51305853324,eeb,42,87
51305889273,eae,92,196
51305900304,dfd,204,130
51305902640,ade,178,251
51305905503,fag,100,32
51305914038,bda,197,159
51305914841,ebb,229,192
51305918701,ebc,74,219
51305933710,bcb,110,32
51305953203,bcf,28,142
51305997041,gee,82,198
51306063518,age,235,106
51306063722,bbd,76,150
51306086156,bgc,132,55
51306086924,fda,46,190
51306096236,efa,87,83
51306120147,aaa,17,36
51306120674,dfd,162,122
51306136230,agd,43,146
51306143520,dfc,230,135
51306179185,cbd,141,244
51306181044,edd,129,331
51306242728,abc,92,286
51306243832,adf,79,32
51306251984,aaa,99,32
51306261767,aca,108,166
51306275087,gga,206,220
51306288478,dfe,199,84
51306320823,bdf,124,176
51306331673,efg,238,118
51306352625,eab,90,32
51306361849,gdd,141,67
51306364972,geg,26,182
51306365773,gcb,222,53
51306373593,ded,102,20
51306375857,bgd,34,245
51306378684,dgb,65,95
51306382242,dfd,97,132
51306403474,bab,166,180
51306409966,acf,113,211
51306437201,aea,46,228
51306459981,cbb,108,249
51306507614,bde,7,250
51306516472,ecd,48,71
51306519933,ggd,17,103
51306589504,fgd,100,208
51306596019,dea,180,253
51306603253,dgg,266,83
51306633560,adb,150,138
51306652486,bbe,31,241
51306664165,gbd,167,218
51306693452,eaa,285,171
51306696329,gae,245,188
51306718414,gcd,57,133
51306724352,beg,98,200
51306727897,ccc,84,224
51306731364,bcb,230,26
51306732671,egc,215,308
51306734715,feb,204,95
51306747004,ebe,4,294
51306758309,gea,184,342
51306762497,ccd,24,193
51306768262,cbc,8,284
51306773915,dad,259,168
51306788880,bfd,227,65
51306813870,ged,17,163
51306819969,dga,285,194
51306830684,gae,285,197
51306836935,fdg,253,86
51306913513,fae,262,241
51306913656,acc,198,195
51306919297,gca,166,297
51306943630,ggd,239,99
51306949449,dfg,143,291
51306971827,ffe,16,23
51306994019,cdc,33,154
51307015060,ffe,125,20
51307030894,ccb,148,58
51307066859,cac,55,299
51307075583,ggb,258,144
51307094541,fca,60,127
51307097825,dgd,283,24
51307111032,dbe,4,275
51307118441,fge,278,137
51307122279,bbc,228,297
51307139781,dbb,157,188
51307148460,gfa,64,81
51307153420,bec,282,171
51307163296,fbd,3,140
51307180603,efd,210,176
51307190533,caa,153,17
51307203397,bea,184,28
51307230058,bca,96,192
51307232233,efb,1,123
51307245190,eba,97,159
51307246880,bed,165,245
51307267345,cgf,239,163
51307268535,gbf,264,168
51307277761,aga,6,167
51307303579,bbb,200,148
51307330125,gac,13,202
51307335013,cfa,181,217
51307337379,bge,224,23
51307355235,cfc,61,86
51307358366,faf,233,269
51307368351,bbc,144,338
51307388416,gef,24,109
51307400758,dbd,251,30
51307401856,acd,193,280
51307409527,bbd,121,139
51307448828,adc,100,114
51307462357,fcg,104,172
51307490235,dae,178,241
51307491179,fgb,129,90
51307507802,bag,98,253
51307517778,aed,163,145
51307541695,fgc,220,160
51307541910,eed,137,117
51307547002,fab,46,198
51307551204,dbd,189,34
51307553493,fbf,278,196
51307557542,baa,254,130
51307588528,cfe,269,292
51307601767,ggc,86,270
51307616606,gcc,31,253
51307617953,egd,240,244
51307641884,fbc,187,5
51307642917,ebd,223,186
51307654945,aab,218,225
51307655075,adg,93,280
51307684255,gbc,2,126
51307702274,fba,231,287
51307766587,adf,158,35
51307802633,ffc,76,151
51307804170,ega,166,190
51307815070,edc,107,68
51307822040,bee,193,200
51307831082,cba,118,17
51307835426,bce,48,141
51307837813,ggf,154,284
51307867360,eeg,28,84
51307871454,aca,259,162
51307874360,efe,99,285
51307877915,fcc,4,128
51307879335,gfd,233,136
51307881271,geb,166,233
51307889150,aef,266,180
51307916379,cab,47,287
51307938451,aec,137,45
51307955297,cgg,247,23
51307957214,ccg,15,13
51307965813,gee,57,170
51307980766,bee,110,238
51307985678,cec,53,34
51307986507,ege,253,89
51308009190,ffd,48,73
51308011351,abb,284,146
51308021972,cdb,27,188
51308041290,gfc,182,60
51308050548,cea,168,157
51308060678,cba,130,14
51308063594,edb,201,274
51308072124,deg,20,158
51308073654,aaf,194,41
51308076988,ddb,252,54
51308078297,dbg,83,187
51308086153,fdb,295,247
51308089454,ddc,264,217
51308097183,fac,25,128
51308098831,dcg,192,116
51308103184,abf,39,235
51308152636,bfg,159,110
51308158885,beb,112,126
51308187609,fcf,215,259
51308215645,caf,273,131
51308231728,abd,285,246
51308238861,dgg,245,98
51308248645,add,64,292
51308265241,ced,166,115
51308277487,eae,6,164
51308296118,gfe,216,200
51308317409,agb,239,129
51308327539,fca,101,120
51308353394,ccf,64,52
51308366853,bcc,177,56
51308384188,ggg,211,29
51308391994,dff,5,104
51308392801,dec,100,77
51308410339,cgb,101,136
51308411890,cfd,133,292
51308418733,fbc,123,5
51308422557,cce,2,86
51308451395,bgg,180,226
51308469463,ebe,65,320
51308477854,eda,149,135
51308483691,fdd,237,260
51308499492,gaa,225,259
51308503128,fee,268,30
51308517666,eag,122,24
51308525506,ebc,160,258
51308561222,cff,2,91
51308590633,fgd,118,174
51308604664,cge,237,165
51308617918,eec,287,290
51308635745,gfg,181,30
51308636460,acf,295,206
51308652575,cad,122,111
51308654412,dfc,1,116
51308661510,cdg,87,132
51308666692,ead,238,35
51308672409,eeg,110,78
51308716831,fed,187,12
51308720245,cgc,109,136
51308729805,dfd,110,114
51308746860,ddg,164,194
51308778013,bcg,111,226
51308804311,fdc,283,270
51308806398,efb,47,119
51308807792,cfg,122,270
51308866114,aeg,148,72
51308866829,gec,87,267
51308876054,dda,132,88
51308879628,bfa,167,88
51308883561,cag,145,205
51308886993,cdg,36,141
51308907869,fcf,17,222
51308929188,bff,166,89
51308976775,eea,117,38
51308980224,dcd,110,148
51308980757,afc,200,188
51308984929,ddf,203,145
51308989474,fbb,198,296
51309036844,gge,299,232
51309043047,ddd,296,299
51309043805,ecd,250,60
51309097185,gde,118,130
51309152444,fge,65,109
51309157018,ebg,113,65
51309170306,ggc,109,310
51309180643,dce,57,287
51309194255,cca,136,232
51309207954,gbg,257,11
51309229968,dba,129,124
51309234820,bef,189,128
51309248858,bcd,62,148
51309249780,fec,211,214
51309255980,ddb,89,61
51309261898,abg,250,133
51309292417,cbe,241,147
51309301427,cbg,3,203
51309304380,bba,169,33
51309313451,acg,267,251
51309315428,add,143,347
51309325695,cga,199,42
51309346076,faa,240,15
51309353453,eaa,124,171
51309365292,cga,260,43
51309365348,gdg,128,60
51309389534,cab,238,318
51309391446,afb,95,240
51309395016,cdf,194,283
51309404105,daf,269,140
51309405113,ceb,112,30
51309416717,gbb,129,132
51309420137,gda,255,170
51309423413,caa,140,19
51309473797,afg,74,25
51309487630,eca,286,244
51309511603,gac,160,234
51309520587,gad,212,66
51309525635,ffa,230,91
51309528645,ffc,207,155
51309535000,fce,24,53
51309535348,edg,44,19
51309543026,cdd,27,15
51309555887,dbe,104,297
51309556722,aae,260,65
51309562762,dab,237,122
51309594318,fdg,289,86
51309626129,cda,172,139
51309628744,agg,293,14
51309642546,bfc,265,289
51309643585,fgf,254,43
51309653520,eef,167,257
51309662727,ddf,287,140
51309693001,ace,142,50
51309701171,agd,112,173
51309720914,gcg,217,291
51309727314,bcb,144,22
51309732889,daa,133,106
51309734894,dbc,221,103
51309736199,cdd,4,15
51309748422,fdc,26,221
51309749783,dcf,233,76
51309758227,eef,271,223
51309774601,acb,51,105
51309776554,cae,238,177
51309788187,gdc,274,269
51309792753,aee,230,93
51309799750,aad,179,109
51309807280,gaf,53,152
51309820709,bad,246,118
51309840283,fff,218,51
51309846273,bae,53,297
51309860038,gbe,217,183
51309864640,fcb,138,216
51309882142,bca,183,209
51309888337,dag,110,233
51309892723,gff,4,226
51309906298,cfb,123,90
51309909524,bdg,244,263
51309924908,fac,45,136
51309926516,dca,209,24
51309947104,cdb,285,197
51309950732,bag,242,293
51309962701,bgb,115,254
51309976505,cde,260,295
51309979736,ffb,47,127
51309983005,fef,63,64
51309987811,ggg,234,32
51310012686,bdb,159,99
51310026541,dfe,184,82
51310031994,dca,3,20
51310037109,bbg,231,52
51310051397,ceg,121,177
51310053725,bbf,296,116
51310058876,cfd,77,300
51310065110,cbb,120,209
51310080642,egc,268,329
51310091997,fcc,202,142
51310098091,egb,250,141
51310116616,bea,185,24
51310126132,cfd,92,285
51310141327,cgf,34,164
51310146123,eeb,266,80
51310155486,adc,62,111
51310178924,aeg,7,64
51310202107,beb,269,142
51310204075,cae,54,175
51310224741,fdd,179,309
51310238884,aeb,242,37
51310270554,dbd,130,29
51310328787,geb,276,270
51310348155,eab,50,30
51310369116,baf,95,263
51310394970,cad,243,124
51310423895,daa,184,89
51310431511,dcc,93,226
51310456073,ffd,233,81
51310472246,efg,202,101
51310492059,ffd,107,89
51310513296,gbb,47,116
51310536550,eaa,78,196
51310539289,bac,104,89
51310542782,bag,222,249
51310601522,cbc,273,298
51310639527,gfb,169,95
51310640020,gce,160,162
51310646385,aab,104,254
51310676482,fda,112,159
51310728156,acb,191,120
51310728711,aff,59,71
51310733690,edd,191,327
51310754390,efc,196,285
51310775134,eff,174,75
51310782489,gba,141,11
51310788689,bgc,15,58
51310839939,eag,249,24
51310872352,dbc,36,111
51310926453,ffg,108,191
51310949816,gec,275,309
51310976589,aec,193,45
51310981269,cdg,79,132
51310998623,edg,183,18
51311000614,cbg,268,166
51311007607,eac,6,220
51311012242,aef,30,147
51311017473,ebf,94,5
51311054860,gab,282,175
51311061438,ecf,129,13
51311099236,bgg,285,210
51311129617,ecg,49,214
51311163294,fbg,95,105
51311173900,ecc,132,197
51311174797,dad,142,186
51311195864,gee,67,175
51311201585,bcf,211,161
51311271883,gef,259,113
51311309929,dcb,104,135
51311352548,cec,293,37
51311375542,cgg,56,21
51311388367,bcf,249,138
51311403939,dga,195,192
51311415308,egg,45,118
51311441721,ced,80,120
51311450563,bdd,283,230
51311451975,dgb,153,89
51311525381,fad,33,160
51311552185,cef,102,280
51311563615,dfa,108,268
51311563731,bdg,49,299
51311593132,dea,195,258
51311614968,abc,172,300
51311623902,dec,65,77
51311634502,ega,172,214
51311649264,gbc,221,136
51311656625,fgf,248,38
51311658817,dde,188,185
51311670232,acd,253,252
51311693485,cfc,260,93
51311699827,dff,137,99
51311723940,cgc,27,119
51311749387,fbg,110,95
51311760582,gfa,196,90
51311765039,gcb,217,42
51311767596,caa,87,19
51311772484,gbg,24,10
51311795755,gdd,152,77
51311806793,bdc,126,28
51311821804,bac,189,90
51311835935,eee,281,40
51311856939,edf,82,8
51311858484,ada,124,160
51311859718,egf,216,85
51311912638,cbc,166,250
51311917303,dgf,268,35
51311922038,fbf,212,180
51311937735,gdg,179,63
51311941261,afa,259,194
51311951073,fag,97,28
51311951399,dcb,24,140
51311955410,gaf,35,127
51311970938,agc,46,68
51311981307,ebd,245,204
51311989612,bca,201,186
51312013558,aag,298,347
51312041603,cbf,215,99
51312079835,ede,126,206
51312095837,gdb,44,46
51312121903,gca,264,335
51312131924,eaf,35,222
51312141327,aaf,244,38
51312142944,cfb,98,87
51312152264,bee,154,197
51312172947,afd,282,46
51312197054,ddf,100,145
51312201265,ggb,182,162
51312204891,fbe,22,243
51312214496,bfd,38,56
51312220543,efa,34,78
51312233953,gff,264,183
51312282529,fbg,72,105
51312289449,fga,109,158
51312291063,eed,272,98
51312298585,efc,202,336
51312325181,dcd,243,168
51312353233,faf,111,244
51312367398,gde,60,126
51312367877,gcc,117,209
51312405423,gac,163,210
51312416319,ccc,231,201
51312416393,fcd,43,257
51312418424,cdf,152,288
51312444808,egg,111,125
51312449812,fbf,80,183
51312487151,bga,243,244
51312505127,gff,106,168
51312537960,aad,136,109
51312541681,gff,133,149
51312569186,gag,49,287
51312577219,eee,191,40
51312667362,fdf,5,230
51312667862,dfc,42,116
51312673965,ccb,74,46
51312680254,efd,39,151
51312684180,efe,209,313
51312688172,cee,150,207
51312703712,dbb,14,195
51312710595,ddg,123,205
51312734964,ece,284,283
51312748221,feg,130,53
51312749006,ffe,58,22
51312761035,bdd,154,184
51312773244,fda,80,184
51312775078,dgd,46,24
51312777167,ged,10,164
51312785539,dac,152,5
51312786618,ccg,41,14
51312800608,bcb,254,22
51312808670,agd,146,185
51312809474,afc,207,203
51312835804,gga,230,246
51312849342,adg,154,310
51312855931,fed,254,11
51312876245,aac,277,210
51312889581,dbf,170,133
51312920791,gbd,51,231
51312946741,eeg,276,74
51312968429,dbe,70,329
51312976300,fbc,65,5
51312977443,caf,272,119
51312982134,gdd,266,74
51312989689,aaa,132,36
51312996514,edc,10,74
51312997185,bbb,102,149
51313010582,edd,252,284
51313033914,fag,235,30
51313035364,adf,232,29
51313050586,dfb,141,280
51313080282,bae,36,326
51313101528,edd,96,249
51313116764,ffc,17,159
51313118947,bec,150,171
51313126138,dgd,273,28
51313136233,dbf,135,148
51313139115,feb,182,102
51313157485,cba,116,12
51313162843,daf,105,135
51313183370,abe,184,235
51313186737,cea,244,183
51313194610,cea,51,170
51313222017,cac,100,322
51313239691,fgb,117,80
51313278379,cde,176,321
51313316919,gea,176,348
51313342961,gaa,256,253
51313350666,gcb,272,40
51313352753,abe,198,244
51313375792,dbd,170,23
51313413478,fgg,201,248
51313426564,ccd,143,162
51313431191,bfd,161,62
51313450738,dgd,130,32
51313451405,fde,286,19
51313459081,eda,165,149
51313468768,edb,1,232
51313469886,beg,67,234
51313533963,efg,237,84
51313574443,afc,296,196
51313579521,bfe,231,116
51313633523,dgc,35,14
51313650693,fea,74,169
51313654074,aff,109,72
51313680640,fcg,159,184
51313681664,bba,265,28
51313704994,cge,11,156
51313717988,geg,183,191
51313755764,gfc,174,62
51313773907,fbd,174,124
51313781049,gba,247,10
51313783226,dcf,164,78
51313800190,deb,138,43
51313853791,aba,119,63
51313853848,bfc,36,231
51313866267,age,235,112
51313893144,aag,25,388
51313976580,add,143,405
51313977956,dbg,223,222
51313986244,fad,288,177
51313996686,fdf,294,213
51314014020,dae,248,281
51314083303,bfg,129,127
51314086034,cgd,231,103
51314100023,aef,224,161
51314104865,dee,112,129
51314108450,ecc,12,226
51314115190,fcd,168,282
51314153197,cab,58,286
51314155080,aca,48,149
51314166357,ade,193,278
51314168506,dbf,221,155
51314169597,baa,84,110
51314191676,gad,188,57
51314221333,ggc,145,279
51314221907,fac,145,141
51314228489,dda,201,88
51314234658,dag,190,205
51314239716,ceb,34,27
51314240749,aed,230,165
51314241520,aad,234,95
51314252587,gdb,224,45
51314261224,afe,280,199
51314269669,acc,272,204
51314298243,acd,90,236
51314315414,gef,84,102
51314325039,ecb,28,308
51314334691,dfd,180,116
51314347796,gba,85,11
51314393287,add,36,384
51314396855,ggd,249,91
51314413883,ded,124,16
51314439020,ccb,123,42
51314452614,bgf,183,74
51314461232,agg,33,11
51314466501,abb,87,134
51314498461,dcg,290,105
51314502126,cce,238,80
51314515627,fba,272,272
51314552198,cbd,151,209
51314592572,bdb,138,100
51314606429,fga,122,162
51314621277,adb,69,160
51314655313,bbc,295,310
51314668601,cdc,151,175
51314708587,bcg,79,239
51314746296,cdd,109,16
51314747547,gcf,187,126
51314760415,bbd,55,125
51314782574,dge,39,146
51314788562,bbe,87,207
51314792473,abd,245,218
51314803599,gad,143,59
51314813857,cfa,36,232
51314814095,ded,157,17
51314819075,fef,270,52
51314826295,gdf,47,224
51314828751,bdg,10,325
51314858213,agb,193,119
51314876695,def,268,157
51314895214,bga,159,204
51314895920,bed,58,230
51314897794,bcc,91,53
51314906714,ege,62,72
51314926705,gae,291,175
51314935720,eed,184,110
51314936731,bfb,167,222
51314951017,dgd,190,31
51314960791,acg,198,288
51314973959,gda,77,163
51314983631,bdf,124,176
51314997494,fae,237,219
51315035268,agf,224,159
51315053016,cge,264,145
51315065021,dbb,281,189
51315065143,gfd,57,123
51315087762,abf,48,258
51315109049,cgc,276,133
51315145569,cad,86,121
51315194511,cbf,9,106
51315202589,ffc,100,162
51315211930,bgd,274,279
51315220463,cgb,231,152
51315240407,fad,199,185
51315241486,cce,278,79
51315244931,cbd,135,206
51315245890,cff,35,107
51315250612,dfc,21,117
51315296777,acf,221,199
51315298293,fcg,249,169
51315300409,bab,207,185
51315305510,ebb,216,161
51315313739,abg,64,106
51315319820,dba,59,127
51315334081,ccd,201,140
51315346005,ddb,127,69
51315362500,cag,64,205
51315385685,fge,26,109
51315417449,dec,49,90
51315420509,aea,138,234
51315430974,dfd,141,131
51315461725,dcb,51,149
51315475239,bea,122,22
51315498325,cee,30,244
51315509214,dec,260,87
51315517902,dfg,188,232
51315533835,gce,255,147
51315538092,bda,166,181
51315559127,dga,177,222
51315583406,fga,148,181
51315628623,gbg,281,11
51315645708,cgf,168,137
51315651910,daa,109,101
51315653503,aga,264,136
51315655186,fde,264,20
51315658574,gfe,134,188
51315680190,aab,40,215
51315717459,cfb,245,76
51315746373,ffd,202,97
51315749573,cbg,28,192
51315762021,bgf,6,85
51315764547,acg,30,319
51315789399,feg,251,59
51315799535,cab,138,254
51315816432,fce,84,57
51315818579,fbb,195,254
51315824512,dcf,32,85
51315828827,baa,263,107
51315840103,gbc,240,157
51315846107,bde,283,275
51315869741,egd,298,273
51315885835,cgg,68,17
51315917593,fcc,167,134
51315934352,efb,176,121
51315945498,ade,38,275
51315957166,fag,105,29
51315971202,bge,185,27
51315976018,cfe,179,251
51315979225,ggb,173,137
51315997931,bde,277,291
51316049468,bdd,57,204
51316059290,abg,11,107
51316082426,cbc,210,235
51316085108,aee,42,92
51316105721,dgb,97,101
51316113623,ggg,32,35
51316121070,gff,260,163
51316136414,agd,137,183
51316150873,abe,291,197
51316164116,fdg,295,101
51316178232,dda,265,88
51316201442,dca,98,17
51316205373,fcf,253,230
51316234937,cgf,97,158
51316242979,cbe,56,161
51316264009,ega,151,216
51316331015,deb,252,46
51316365085,cab,180,220
51316372157,caa,75,15
51316376803,bfa,151,84
51316394726,eea,124,36
51316409925,eac,141,233
51316417769,gcd,33,129
51316420143,ggd,88,93
51316427237,gge,35,218
51316469866,fce,236,46
51316471889,abd,230,191
51316495690,bef,79,129
51316512526,fgc,224,156
51316517019,cff,254,89
51316522201,ded,278,18
51316562985,fab,4,172
51316566175,gdc,265,301
51316586765,dae,275,325
51316611117,dgg,194,80
51316612755,ddd,76,340
51316655242,eed,90,127
51316675967,eca,255,251
51316688923,fad,235,220
51316696136,eda,250,128
51316710022,aba,116,63
51316724917,abd,249,171
51316727613,bce,170,122
51316735625,dgf,149,28
51316743073,fdb,213,242
51316784083,ceg,85,208
51316785759,gbf,13,137
51316809718,ccf,45,52
51316817753,eae,133,170
51316872084,aaa,126,34
51316872361,fdd,256,333
51316880820,bac,266,93
51316914971,eec,137,234
51316916700,efg,11,82
51316951458,bae,244,329
51316969629,aea,62,226
51316970566,fab,108,156
51316973065,gdc,294,310
51316978335,fdg,191,111
51316982275,bcd,44,176
51316987681,fca,277,129
51316987715,edd,157,286
51317012650,dab,128,108
51317019811,eba,231,159
51317028172,bgd,299,329
51317033144,adf,87,28
51317049998,gag,17,241
51317059725,ddc,21,177
51317068301,cag,164,241
51317075779,ebf,240,5
51317079163,cdg,159,124
51317125360,eaa,40,217
51317144219,gce,16,171
51317170004,feg,172,68
51317174242,ccb,241,41
51317182250,eef,152,189
51317184504,ggf,87,227
51317209068,acc,117,167
51317217153,ebd,176,197
51317219185,bdf,13,168
51317251960,afe,170,206
51317264932,ebc,157,247
51317265347,eag,15,27
51317280095,cfb,149,73
51317304676,aea,54,253
51317309406,fgf,177,39
51317309568,gaf,103,128
51317330257,cca,206,204
51317336331,dge,5,124
51317351340,gfa,52,103
51317361143,efc,246,379
51317382189,bcb,223,18
51317397416,ebe,159,358
51317403190,fda,172,207
51317431453,eab,289,25
51317439177,afa,138,186
51317448097,cbb,210,204
51317467726,egf,42,71
51317493441,bff,8,71
51317510930,bcd,3,184
51317541453,cac,176,257
51317553516,dfa,212,265
51317561889,adg,192,353
51317581164,bfe,129,106
51317590008,faa,293,16
51317606966,fac,209,146
51317617117,fgb,187,67
51317620604,faa,279,14
51317627683,egg,284,141
51317673840,bad,148,100
51317675610,ada,217,158
51317688625,cda,50,143
51317735192,gfe,79,180
51317738516,deg,212,172
51317759781,ecd,163,67
51317768622,bfe,74,106
51317779369,dce,204,281
51317789295,bgb,262,274
51317804253,edb,124,264
51317804654,agf,47,135
51317811430,ffb,78,134
51317815684,cae,30,182
51317825389,baf,82,213
51317884194,cgf,117,148
51317902379,cfe,258,283
51317908973,gfg,180,34
51317917483,bag,291,209
51317927133,aeb,232,30
51317933265,fgd,75,187
51317944496,gef,86,113
51317947316,fec,176,177
51317964386,gbd,18,203
51317967442,dge,63,138
51317984636,aag,21,419
51317994233,dec,138,86
51318026969,gca,151,284
51318041415,bbg,215,52
51318049771,edc,286,72
51318066060,ace,282,55
51318082973,eda,44,119
51318100167,eff,93,84
51318124981,dab,246,118
51318136151,edg,277,17
51318140694,aac,40,197
51318173311,efa,29,85
51318190683,beb,122,146
51318196024,dge,105,150
51318217480,bdc,243,22
51318217583,ffa,220,75
51318228237,eeg,108,59
51318234454,gcf,31,148
51318238997,bgd,240,319
51318260291,ccb,63,47
51318267095,ffe,194,21
51318293798,ead,248,34
51318299867,afb,182,211
51318313605,ede,15,177
51318326041,cga,53,37
51318328569,aeg,211,53
51318343521,bbe,288,169
51318349999,fee,58,25
51318369224,gba,120,11
51318369705,gbb,14,100
51318384522,cad,285,130
51318384844,ade,135,225
51318390776,bbd,26,138
51318394735,ggc,223,309
51318405265,bge,103,22
51318407791,gef,280,114
